Symbol,Security,GICS Sector,GICS Sub-Industry,Headquarters Location,Date added,CIK,Founded
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,"Houston, Texas",40207,1013871,1992
HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",35670,49196,1866
A,Agilent Technologies,Health Care,Life Sciences Tools & Services,"Santa Clara, California",36682,1090872,1999
ADM,Archer Daniels Midland,Consumer Staples,Agricultural Products & Services,"Chicago, Illinois",20883,7084,1902
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,"Goodlettsville, Tennessee",41246,29534,1939
VICI,Vici Properties,Real Estate,Hotel & Resort REITs,"New York City, New York",44720,1705696,2017
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,"Teaneck, New Jersey",39038,1058290,1994
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,"Chicago, Illinois",42795,1374310,1973
EME,Emcor,Industrials,Construction & Engineering,"Norwalk, Connecticut",45922,105634,1994
MTB,M&T Bank,Financials,Regional Banks,"Buffalo, New York",38040,36270,1856
DTE,DTE Energy,Utilities,Multi-Utilities,"Detroit, Michigan",20883,936340,1995
IRM,Iron Mountain,Real Estate,Other Specialized REITs,"Portsmouth, New Hampshire",39819,1020569,1951
AEE,Ameren,Utilities,Multi-Utilities,"St. Louis, Missouri",33500,1002910,1902
ATO,Atmos Energy,Utilities,Gas Utilities,"Dallas, Texas",43511,731802,1906
EXPE,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Seattle, Washington",39357,1324424,1996
TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,"Thousand Oaks, California",44004,1094285,1960
RJF,Raymond James Financial,Financials,Investment Banking & Brokerage,"St. Petersburg, Florida",42814,720005,1962
XYL,Xylem Inc.,Industrials,Industrial Machinery & Supplies & Components,"White Plains, New York",40848,1524472,2011
UAL,United Airlines Holdings,Industrials,Passenger Airlines,"Chicago, Illinois",42250,100517,1967
IBKR,Interactive Brokers,Financials,Investment Banking & Brokerage,"Greenwich, Connecticut",45897,1381197,1977
WAT,Waters Corporation,Health Care,Life Sciences Tools & Services,"Milford, Massachusetts",37258,1000697,1958
VRSK,Verisk Analytics,Industrials,Research & Consulting Services,"Jersey City, New Jersey",42285,1442145,1971
IQV,IQVIA,Health Care,Life Sciences Tools & Services,"Durham, North Carolina",42976,1478242,1982
CHTR,Charter Communications,Communication Services,Cable & Satellite,"Stamford, Connecticut",42621,1091667,1993
FE,FirstEnergy,Utilities,Electric Utilities,"Akron, Ohio",35762,1031296,1997
TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York",38231,1116132,2017
KHC,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois; Pittsburgh, Pennsylvania",42191,1637459,2015 (1869)
PPL,PPL Corporation,Utilities,Electric Utilities,"Allentown, Pennsylvania",37165,922224,1920
ULTA,Ulta Beauty,Consumer Discretionary,Other Specialty Retail,"Bolingbrook, Illinois",42478,1403568,1990
WTW,Willis Towers Watson,Financials,Insurance Brokers,"London, United Kingdom",42374,1140536,2016
HAL,Halliburton,Energy,Oil & Gas Equipment & Services,"Houston, Texas",20883,45012,1919
CNP,CenterPoint Energy,Utilities,Multi-Utilities,"Houston, Texas",31259,1130310,1882
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,"Downers Grove, Illinois",31351,29905,1955
HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals","Houston, Texas",42310,1645590,2015
ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,"Atlanta, Georgia",43374,84839,1948
ES,Eversource Energy,Utilities,Electric Utilities,"Hartford, Connecticut",40018,72741,1966
EIX,Edison International,Utilities,Electric Utilities,"Rosemead, California",20883,827052,1886
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,"Oklahoma City, Oklahoma",36768,1090012,1971
BIIB,Biogen,Health Care,Biotechnology,"Cambridge, Massachusetts",37938,875045,1978
AWK,American Water Works,Utilities,Water Utilities,"Camden, New Jersey",42433,1410636,1886
FIS,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,"Jacksonville, Florida",39031,1136893,1968
TSCO,Tractor Supply,Consumer Discretionary,Other Specialty Retail,"Brentwood, Tennessee",41663,916365,1938
OMC,Omnicom Group,Communication Services,Advertising,"New York City, New York",35795,29989,1986
STLD,Steel Dynamics,Materials,Steel,"Fort Wayne, Indiana",44917,1022671,1993
DXCM,Dexcom,Health Care,Health Care Equipment,"San Diego, California",43963,1093557,1999
WRB,W. R. Berkley Corporation,Financials,Property & Casualty Insurance,"Greenwich, Connecticut",43804,11544,1967
NTRS,Northern Trust,Financials,Asset Management & Custody Banks,"Chicago, Illinois",35825,73124,1889
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,"Fairfield, Ohio",35782,20286,1950
EXE,Expand Energy,Energy,Oil & Gas Exploration & Production,"Oklahoma City, Oklahoma",45740,895126,1989
JBL,Jabil,Information Technology,Electronic Manufacturing Services,"St. Petersburg, Florida",45278,898293,1966
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,"Rochester, New York",38534,16918,1945
HUBB,Hubbell Incorporated,Industrials,Industrial Machinery & Supplies & Components,"Shelton, Connecticut",45217,48898,1888
BRO,Brown & Brown,Financials,Insurance Brokers,"Daytona Beach, Florida",44459,79282,1939
EFX,Equifax,Industrials,Research & Consulting Services,"Atlanta, Georgia",35600,33185,1899
LEN,Lennar,Consumer Discretionary,Homebuilding,"Miami, Florida",38629,920760,1954
AVB,AvalonBay Communities,Real Estate,Multi-Family Residential REITs,"Arlington, Virginia",39092,915912,1978
ARES,Ares Management,Financials,Asset Management & Custody Banks,"Los Angeles, California",46002,1176948,1977
CFG,Citizens Financial Group,Financials,Regional Banks,"Providence, Rhode Island",42398,759944,1828
MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,"Columbus, Ohio",42619,1037646,1945
PHM,PulteGroup,Consumer Discretionary,Homebuilding,"Atlanta, Georgia",30802,822416,1956
DOW,Dow Inc.,Materials,Commodity Chemicals,"Midland, Michigan",43556,1751788,2019 (1897)
PPG,PPG Industries,Materials,Specialty Chemicals,"Pittsburgh, Pennsylvania",20883,79879,1883
CHD,Church & Dwight,Consumer Staples,Household Products,"Ewing, New Jersey",42367,313927,1847
EQR,Equity Residential,Real Estate,Multi-Family Residential REITs,"Chicago, Illinois",37228,906107,1969
CMS,CMS Energy,Utilities,Multi-Utilities,"Jackson, Michigan",20883,811156,1886
GIS,General Mills,Consumer Staples,Packaged Foods & Meats,"Golden Valley, Minnesota",20883,40704,1856
CTRA,Coterra,Energy,Oil & Gas Exploration & Production,"Houston, Texas",39622,858470,2021 (1989)
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,"Orlando, Florida",34850,940944,1938
VLTO,Veralto,Industrials,Environmental & Facilities Services,"Waltham, Massachusetts",45201,1967680,2023
RF,Regions Financial Corporation,Financials,Regional Banks,"Birmingham, Alabama",36035,1281761,1971
SYF,Synchrony Financial,Financials,Consumer Finance,"Stamford, Connecticut",42326,1601712,2003
Q,Qnity Electronics,Information Technology,Semiconductor Materials & Equipment,"Wilmington, Delaware",45964,2058873,2025
DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,"Chesapeake, Virginia",40896,935703,1986
BR,Broadridge Financial Solutions,Industrials,Data Processing & Outsourced Services,"Lake Success, New York",43269,1383312,1962
STE,Steris,Health Care,Health Care Equipment,"Dublin, Ireland",43822,1757898,1985
L,Loews Corporation,Financials,Multi-line Insurance,"New York City, New York",34850,60086,1959
BG,Bunge Global,Consumer Staples,Agricultural Products & Services,"Chesterfield, Missouri",45000,1996862,1818
LDOS,Leidos,Industrials,Diversified Support Services,"Reston, Virginia",43686,1336920,1969
SW,Smurfit Westrock,Materials,Paper & Plastic Packaging Products & Materials,"Dublin, Ireland",45481,2005951,1934
ON,ON Semiconductor,Information Technology,Semiconductors,"Phoenix, Arizona",44733,1097864,1999
VRSN,Verisign,Information Technology,Internet Services & Infrastructure,"Reston, Virginia",38749,1014473,1995
WSM,"Williams-Sonoma, Inc.",Consumer Discretionary,Homefurnishing Retail,"San Francisco, California",45740,719955,1956
NI,NiSource,Utilities,Multi-Utilities,"Merrillville, Indiana",36832,1111711,1912
LH,Labcorp,Health Care,Health Care Services,"Burlington, North Carolina",38292,920148,1978
DGX,Quest Diagnostics,Health Care,Health Care Services,"Secaucus, New Jersey",37602,1022079,1967
KEY,KeyCorp,Financials,Regional Banks,"Cleveland, Ohio",34394,91576,1825
TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,"Springdale, Arkansas",38574,100493,1935
LYB,LyondellBasell,Materials,Specialty Chemicals,"Rotterdam, Netherlands",41157,1489393,2007
HUM,Humana,Health Care,Managed Health Care,"Louisville, Kentucky",41253,49071,1961
CNC,Centene Corporation,Health Care,Managed Health Care,"St. Louis, Missouri",42459,1071739,1984
CPAY,Corpay,Financials,Transaction & Payment Processing Services,"Atlanta, Georgia",43271,1175454,2000
GPN,Global Payments,Financials,Transaction & Payment Processing Services,"Atlanta, Georgia",42485,1123360,2000
CHRW,C.H. Robinson,Industrials,Air Freight & Logistics,"Eden Prairie, Minnesota",39143,1043277,1905
IP,International Paper,Materials,Paper & Plastic Packaging Products & Materials,"Memphis, Tennessee",20883,51434,1898
SBAC,SBA Communications,Real Estate,Telecom Tower REITs,"Boca Raton, Florida",42979,1034054,1989
MRNA,Moderna,Health Care,Biotechnology,"Cambridge, Massachusetts",44398,1682852,2010
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York",39115,1037038,1967
LUV,Southwest Airlines,Industrials,Passenger Airlines,"Dallas, Texas",34516,92380,1967
CSGP,CoStar Group,Real Estate,Real Estate Services,"Washington, D.C.",44823,1057352,1987
FSLR,First Solar,Information Technology,Semiconductors,"Tempe, Arizona",44914,1274494,1999
JBHT,J.B. Hunt,Industrials,Cargo Ground Transportation,"Lowell, Arkansas",42186,728535,1961
PFG,Principal Financial Group,Financials,Life & Health Insurance,"Des Moines, Iowa",37459,1126328,1879
AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,"Warmley, Bristol, United Kingdom",43623,1748790,2019 (1860)
LULU,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Vancouver, Canada",45217,1397187,1998
NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California",36336,1002047,1992
PKG,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials,"Lake Forest, Illinois",42942,75677,1959
TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,"Baltimore, Maryland",43675,1113169,1937
EXPD,Expeditors International,Industrials,Air Freight & Logistics,"Seattle, Washington",39365,746515,1979
NVR,"NVR, Inc.",Consumer Discretionary,Homebuilding,"Reston, Virginia",43734,906163,1980
PTC,PTC Inc.,Information Technology,Application Software,"Boston, Massachusetts",44306,857005,1985
SNA,Snap-on,Industrials,Industrial Machinery & Supplies & Components,"Kenosha, Wisconsin",30224,91440,1920
EVRG,Evergy,Utilities,Electric Utilities,"Kansas City, Missouri",43256,1711269,1909
ALB,Albemarle Corporation,Materials,Specialty Chemicals,"Charlotte, North Carolina",42552,915913,1994
INCY,Incyte,Health Care,Biotechnology,"Wilmington, Delaware",42794,879169,1991
IFF,International Flavors & Fragrances,Materials,Specialty Chemicals,"New York City, New York",27850,51253,1958 (1889)
SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California",45369,1375365,1993
DD,DuPont,Materials,Specialty Chemicals,"Wilmington, Delaware",43619,1666700,2017 (1802)
ZBH,Zimmer Biomet,Health Care,Health Care Equipment,"Warsaw, Indiana",37110,1136869,1927
LNT,Alliant Energy,Utilities,Electric Utilities,"Madison, Wisconsin",42552,352541,1917
LII,Lennox International,Industrials,Building Products,"Richardson, Texas",45649,1069202,1895
HPQ,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals","Palo Alto, California",27394,47217,1939 (2015)
CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,"Deerfield, Illinois",39687,1324404,1946
WST,West Pharmaceutical Services,Health Care,Health Care Supplies,"Exton, Pennsylvania",43973,105770,1923
FTV,Fortive,Industrials,Industrial Machinery & Supplies & Components,"Everett, Washington",42552,1659166,2016
WY,Weyerhaeuser,Real Estate,Timber REITs,"Seattle, Washington",29129,106535,1900
MKC,McCormick & Company,Consumer Staples,Packaged Foods & Meats,"Hunt Valley, Maryland",37700,63754,1889
HOLX,Hologic,Health Care,Health Care Equipment,"Marlborough, Massachusetts",42459,859737,1985
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,"Newport News, Virginia",43103,1501585,2011
PODD,Insulet Corporation,Health Care,Health Care Equipment,"Acton, Massachusetts",45000,1145197,2000
BALL,Ball Corporation,Materials,"Metal, Glass & Plastic Containers","Broomfield, Colorado",30986,9389,1880
TXT,Textron,Industrials,Aerospace & Defense,"Providence, Rhode Island",28855,217346,1923
ESS,Essex Property Trust,Real Estate,Multi-Family Residential REITs,"San Mateo, California",41731,920522,1971
TRMB,Trimble Inc.,Information Technology,Electronic Equipment & Instruments,"Westminster, Colorado",44217,864749,1978
VTRS,Viatris,Health Care,Pharmaceuticals,"Pittsburgh, Pennsylvania",38100,1792044,1961
FFIV,"F5, Inc.",Information Technology,Communications Equipment,"Seattle, Washington",40532,1048695,1996
TYL,Tyler Technologies,Information Technology,Application Software,"Plano, Texas",44004,860731,1966
J,Jacobs Solutions,Industrials,Construction & Engineering,"Dallas, Texas",39381,52988,1947
INVH,Invitation Homes,Real Estate,Single-Family Residential REITs,"Dallas, Texas",44823,1687229,2012
CDW,CDW Corporation,Information Technology,Technology Distributors,"Vernon Hills, Illinois",43731,1402057,1984
GPC,Genuine Parts Company,Consumer Discretionary,Distributors,"Atlanta, Georgia",27029,40987,1925
TKO,TKO Group Holdings,Communication Services,Movies & Entertainment,"New York City, New York",45740,1973266,2023
KIM,Kimco Realty,Real Estate,Retail REITs,"Jericho, New York",38811,879101,1958
MAA,Mid-America Apartment Communities,Real Estate,Multi-Family Residential REITs,"Memphis, Tennessee",42706,912595,1977
APTV,Aptiv,Consumer Discretionary,Automotive Parts & Equipment,"Schaffhausen, Switzerland",41267,1521332,1994
NDSN,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,"Westlake, Ohio",44607,72331,1935
PNR,Pentair,Industrials,Industrial Machinery & Supplies & Components,"Worsley, United Kingdom",41183,77360,1966
COO,Cooper Companies (The),Health Care,Health Care Supplies,"San Ramon, California",42636,711404,1958
DECK,Deckers Brands,Consumer Discretionary,Footwear,"Goleta, California",45369,910521,1973
IEX,IDEX Corporation,Industrials,Industrial Machinery & Supplies & Components,"Northbrook, Illinois",43686,832101,1988
AKAM,Akamai Technologies,Information Technology,Internet Services & Infrastructure,"Cambridge, Massachusetts",39275,1086222,1998
REG,Regency Centers,Real Estate,Retail REITs,"Jacksonville, Florida",42796,910606,1963
BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,"Richfield, Minnesota",36340,764478,1966
TTD,Trade Desk (The),Communication Services,Advertising,"Ventura, California",45856,1671933,2009
CLX,Clorox,Consumer Staples,Household Products,"Oakland, California",25293,21076,1913
AVY,Avery Dennison,Materials,Paper & Plastic Packaging Products & Materials,"Mentor, Ohio",32142,8818,1935
DPZ,Domino's,Consumer Discretionary,Restaurants,"Ann Arbor, Michigan",43963,1286681,1960
GEN,Gen Digital,Information Technology,Systems Software,"Tempe, Arizona",37705,849399,1982
BEN,Franklin Resources,Financials,Asset Management & Custody Banks,"San Mateo, California",35915,38777,1947
ERIE,Erie Indemnity,Financials,Insurance Brokers,"Erie, Pennsylvania",45558,922621,1925
EG,Everest Group,Financials,Reinsurance,"Hamilton, Bermuda",42905,1095073,1973
HRL,Hormel Foods,Consumer Staples,Packaged Foods & Meats,"Austin, Minnesota",39876,48465,1891
HAS,Hasbro,Consumer Discretionary,Leisure Products,"Pawtucket, Rhode Island",30955,46080,1923
PSKY,Paramount Skydance Corporation,Communication Services,Movies & Entertainment,"Los Angeles, California",34607,2041610,2025 (Paramount Pictures 1912)
HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,"Bethesda, Maryland",39161,1070750,1993
MAS,Masco,Industrials,Building Products,"Livonia, Michigan",29767,62996,1929
ALLE,Allegion,Industrials,Building Products,"Dublin, Ireland",41610,1579241,1908
GDDY,GoDaddy,Information Technology,Internet Services & Infrastructure,"Tempe, Arizona",45467,1609711,1997
ALGN,Align Technology,Health Care,Health Care Supplies,"Tempe, Arizona",42905,1097149,1997
JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,"Monett, Missouri",43417,779152,1976
PNW,Pinnacle West Capital,Utilities,Multi-Utilities,"Phoenix, Arizona",36437,764622,1985
UDR,"UDR, Inc.",Real Estate,Multi-Family Residential REITs,"Highlands Ranch, Colorado",42436,74208,1972
FOX,Fox Corporation (Class B),Communication Services,Broadcasting,"New York City, New York",43543,1754301,2019
SOLV,Solventum,Health Care,Health Care Technology,"Saint Paul, Minnesota",45383,1964738,2023
DOC,Healthpeak Properties,Real Estate,Health Care REITs,"Denver, Colorado",39538,765880,1985
FOXA,Fox Corporation (Class A),Communication Services,Broadcasting,"New York City, New York",43543,1754301,2019
GNRC,Generac,Industrials,Electrical Components & Equipment,"Waukesha, Wisconsin",44277,1474735,1959
IT,Gartner,Information Technology,IT Consulting & Other Services,"Stamford, Connecticut",42830,749251,1979
SJM,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats,"Orrville, Ohio",39758,91419,1897
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,"New Britain, Connecticut",30224,93556,1843
UHS,Universal Health Services,Health Care,Health Care Facilities,"King of Prussia, Pennsylvania",41902,352915,1979
BF.B,Brown–Forman,Consumer Staples,Distillers & Vintners,"Louisville, Kentucky",30255,14693,1870
APA,APA Corporation,Energy,Oil & Gas Exploration & Production,"Houston, Texas",35639,1841666,1954
GL,Globe Life,Financials,Life & Health Insurance,"McKinney, Texas",32628,320335,1900
AIZ,Assurant,Financials,Multi-line Insurance,"Atlanta, Georgia",39182,1267238,1892
CPT,Camden Property Trust,Real Estate,Multi-Family Residential REITs,"Houston, Texas",44655,906345,1981
ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,"Lincolnshire, Illinois",43822,877212,1969
WYNN,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",39766,1174922,2002
IVZ,Invesco,Financials,Asset Management & Custody Banks,"Atlanta, Georgia",39681,914208,1935
BLDR,Builders FirstSource,Industrials,Building Products,"Irving, Texas",45278,1316835,1998
RVTY,Revvity,Health Care,Health Care Equipment,"Waltham, Massachusetts",31198,31791,1937
DVA,DaVita,Health Care,Health Care Services,"Denver, Colorado",39660,927066,1979
AES,AES Corporation,Utilities,Independent Power Producers & Energy Traders,"Arlington, Virginia",36070,874761,1981
AOS,A. O. Smith,Industrials,Building Products,"Milwaukee, Wisconsin",42942,91142,1916
FRT,Federal Realty Investment Trust,Real Estate,Retail REITs,"Rockville, Maryland",42401,34903,1962
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami-Dade County, Florida[4]",43021,1513761,2011 (1966)
BAX,Baxter International,Health Care,Health Care Equipment,"Deerfield, Illinois",26572,10456,1931
MGM,MGM Resorts,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",42942,789570,1986
CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",30559,23217,1919
NWSA,News Corp (Class A),Communication Services,Publishing,"New York City, New York",41487,1564708,2013 (News Corporation 1980)
HSIC,Henry Schein,Health Care,Health Care Distributors,"Melville, New York",42080,1000228,1932
ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,"Pasadena, California",42814,1035443,1994
TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,"Chicago, Illinois",27941,24545,"2005 (Molson 1786, Coors 1873)"
CRL,Charles River Laboratories,Health Care,Life Sciences Tools & Services,"Wilmington, Massachusetts",44330,1100682,1947
TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,"Minneapolis, Minnesota",44438,842023,1976
BXP,"BXP, Inc.",Real Estate,Office REITs,"Boston, Massachusetts",38810,1037540,1970
FDS,FactSet,Financials,Financial Exchanges & Data,"Norwalk, Connecticut",44550,1013237,1978
MOS,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals,"Tampa, Florida",40812,1285785,2004 (1865 / 1909)
SWKS,Skyworks Solutions,Information Technology,Semiconductors,"Irvine, California",42075,4127,2002
POOL,Pool Corporation,Consumer Discretionary,Distributors,"Covington, Louisiana",44111,945841,1993
EPAM,EPAM Systems,Information Technology,IT Consulting & Other Services,"Newtown, Pennsylvania",44544,1352010,1993
CPB,Campbell's Company (The),Consumer Staples,Packaged Foods & Meats,"Camden, New Jersey",20883,16732,1869
MOH,Molina Healthcare,Health Care,Managed Health Care,"Long Beach, California",44622,1179929,1980
PAYC,Paycom,Industrials,Human Resource & Employment Services,"Oklahoma City, Oklahoma",43858,1590955,1998
MTCH,Match Group,Communication Services,Interactive Media & Services,"Dallas, Texas",44459,891103,1986
LW,Lamb Weston,Consumer Staples,Packaged Foods & Meats,"Eagle, Idaho",43437,1679273,2016 (1950)
NWS,News Corp (Class B),Communication Services,Publishing,"New York City, New York",42265,1564708,2013 (News Corporation 1980)
